ticker,model,rmse,mae,dir_acc,pred_std,pred_std_ratio,rmse_vs_naive_pct
ABR,Ridge,0.05381808948135804,0.040647905717894485,0.4548919949174079,0.00837518878898386,0.15955240555817124,-2.515066826463429
ABR,Huber,0.05312911658878483,0.03955245804327132,0.5082592121982211,0.006323256587358046,0.120461857624219,-1.2026809204525857
ABR,RandomForest,0.052992658478265106,0.03955546405676799,0.5235069885641678,0.006797154023260999,0.12948989004130546,-0.9427495023410583
ABR,HistGradientBoosting,0.05344012068187539,0.04025306468429714,0.4993646759847522,0.011056293623779011,0.21062907221288324,-1.7950952126307973
ABR,XGBoost,0.05334726956284334,0.039881901595073106,0.5158831003811944,0.010740213251056487,0.2046075501805756,-1.6182283122221537
ABR,LSTM(SmoothL1),0.05323997665055382,0.039155926829601936,0.5362134688691232,0.0017151872356277024,0.03267535291706213,-1.4138520480447407
ABSI,Naive,0.16159419712820192,0.12252877901786294,0.0,0.0,0.0,0.0
ABSI,Ridge,0.1643397055473361,0.12875755062445612,0.4748201438848921,0.018413038461804702,0.11406695393168167,-1.6990142393269299
ABSI,Huber,0.16105661895027198,0.12538627817963766,0.5467625899280576,0.027670631139435055,0.1714168258535826,0.33267170943238766
ABSI,RandomForest,0.16384486636392798,0.1286652431266965,0.45323741007194246,0.007215690771303148,0.044700491366639214,-1.392790877224679
ABSI,HistGradientBoosting,0.16354762686177535,0.12745784773998625,0.45323741007194246,0.021623236150395134,0.13395381142212903,-1.2088489365887707
ABSI,XGBoost,0.16359998036338275,0.12467476517153696,0.4892086330935252,0.027137534493961727,0.1681143448086166,-1.2412470687852286
ABSI,LSTM(SmoothL1),0.1614445257346718,0.12245409263156211,0.460431654676259,0.004911197453282283,0.03042438296183495,0.09262176253233426
ABT,Naive,0.032843530282391384,0.02427592559869166,0.0,0.0,0.0,0.0
ABT,Ridge,0.03279374263794404,0.024186945037667846,0.5343915343915344,0.005324912798499749,0.16276202876900003,0.15159041680132118
ABT,Huber,0.03277509669608853,0.024174196766477574,0.5396825396825397,0.005443206833113542,0.1663778207628963,0.20836245590670538
ABT,RandomForest,0.032681936258455,0.024028194079923987,0.5437977660199882,0.0028124652134752723,0.08596620476422542,0.49201173731015796
ABT,HistGradientBoosting,0.03250104382449528,0.023926698201735534,0.5537918871252204,0.0041447911204644736,0.12669026463317892,1.0427821094485858
ABT,XGBoost,0.03262447060384829,0.024046545543337752,0.54673721340388,0.00466025383027246,0.14244596985838967,0.6669796963347033
ABT,LSTM(SmoothL1),0.032684191225229475,0.024047578526637227,0.5590828924162258,0.003090811076330002,0.09447416330778274,0.4851459504867418
ABTS,Naive,1.0122000125457926,0.21864851530852764,0.0,0.0,0.0,0.0
ABTS,Ridge,1.0328640660488513,0.25514058452884547,0.49878345498783455,0.21541344421510944,0.21411682966839973,-2.0414990364489656
ABTS,Huber,1.030326158091577,0.24559346626604706,0.5498783454987834,0.18792260880767445,0.18679146683497405,-1.7907671726060526
ABTS,RandomForest,1.0088251412168416,0.22065554612397145,0.5060827250608273,0.022983418651618105,0.022845077077509813,0.3334194118870649
ABTS,HistGradientBoosting,1.00791856745374,0.22334876214736224,0.5328467153284672,0.04338427816166036,0.04312313992877116,0.4229840979041513
ABTS,XGBoost,1.0096065229412101,0.2211710859367686,0.5328467153284672,0.032259810888070055,0.03206563294238062,0.2562230362020637
ABTS,LSTM(SmoothL1),1.0124449588698041,0.21654820723053528,0.5425790754257908,0.009673166730825479,0.0096149420979961,-0.02419939942457039
ABUS,Naive,0.06266897810081003,0.04669543013850803,0.0,0.0,0.0,0.0
ABUS,Ridge,0.06382773717660305,0.04784873480683632,0.4673913043478261,0.007851546527590209,0.12561023589031456,-1.8490154314133334
ABUS,Huber,0.06391982781597406,0.04753152017506107,0.468944099378882,0.004865678060915231,0.0778418578875152,-1.9959631592394986
ABUS,RandomForest,0.07133663308078637,0.05354798644706331,0.4767080745341615,0.016354344377160542,0.26163928951167675,-13.830854184399591
ABUS,HistGradientBoosting,0.07149867692196608,0.0542163648343289,0.4611801242236025,0.02116402350539975,0.3385852679545089,-14.089425244739914
ABUS,XGBoost,0.07102382352368254,0.05363242846501897,0.4658385093167702,0.018426346905943764,0.29478750120363106,-13.331708408317773
ABUS,LSTM(SmoothL1),0.06320384706641961,0.04701092050245295,0.4968944099378882,0.0018615829956626394,0.029781887987658743,-0.8534828264619058
